ts	hostid	type	mod	value	tag
1782842400000	host001	pref	net_pktin	87513	net_packets
1782842400000	host001	pref	net_pktout	68073	net_packets
1782842400000	host001	pref	load1	2.05	load_average
1782842400000	host001	pref	load5	28.72	load_average
1782842400000	host001	pref	load15	21.16	load_average
1782842400000	host001	pref	proc_run	275	proc_count
1782842400000	host001	pref	proc_block	93	proc_count
1782842400000	host001	pref	proc_total	429	proc_count
1782846000000	host001	pref	cpu_user	6.96	cpu_percent
1782846000000	host001	pref	cpu_sys	39.08	cpu_percent
1782846000000	host001	pref	cpu_wait	7.29	cpu_percent
1782846000000	host001	pref	cpu_idle	69.87	cpu_percent
1782846000000	host001	pref	cpu_usage	53.74	cpu_percent
1782846000000	host001	pref	mem_used	128789	mem_metric
1782846000000	host001	pref	mem_free	116501	mem_metric
1782846000000	host001	pref	mem_buff	85644	mem_metric
1782846000000	host001	pref	mem_cache	18902	mem_metric
1782846000000	host001	pref	mem_swap	35927	mem_metric
1782846000000	host001	pref	net_in	383.77	net_speed_mb
1782846000000	host001	pref	net_out	490.70	net_speed_mb
1782846000000	host001	pref	net_pktin	24345	net_packets
1782846000000	host001	pref	net_pktout	6875	net_packets
1782846000000	host001	pref	load1	7.26	load_average
1782846000000	host001	pref	load5	6.66	load_average
1782846000000	host001	pref	load15	15.56	load_average
1782846000000	host001	pref	proc_run	285	proc_count
1782846000000	host001	pref	proc_block	396	proc_count
1782846000000	host001	pref	proc_total	138	proc_count
1782849600000	host001	pref	cpu_user	2.66	cpu_percent
1782849600000	host001	pref	cpu_sys	19.34	cpu_percent
1782849600000	host001	pref	cpu_wait	35.61	cpu_percent
1782849600000	host001	pref	cpu_idle	35.28	cpu_percent
1782849600000	host001	pref	cpu_usage	36.03	cpu_percent
1782849600000	host001	pref	mem_used	121599	mem_metric
1782849600000	host001	pref	mem_free	40450	mem_metric
1782849600000	host001	pref	mem_buff	93671	mem_metric
1782849600000	host001	pref	mem_cache	116793	mem_metric
1782849600000	host001	pref	mem_swap	130701	mem_metric
1782849600000	host001	pref	net_in	520.87	net_speed_mb
1782849600000	host001	pref	net_out	326.85	net_speed_mb
1782849600000	host001	pref	net_pktin	65725	net_packets
1782849600000	host001	pref	net_pktout	32061	net_packets
1782849600000	host001	pref	load1	1.66	load_average
1782849600000	host001	pref	load5	8.50	load_average
1782849600000	host001	pref	load15	10.56	load_average
1782849600000	host001	pref	proc_run	299	proc_count
1782849600000	host001	pref	proc_block	197	proc_count
1782849600000	host001	pref	proc_total	351	proc_count
1782853200000	host001	pref	cpu_user	40.00	cpu_percent
1782853200000	host001	pref	cpu_sys	44.47	cpu_percent
1782853200000	host001	pref	cpu_wait	33.79	cpu_percent
1782853200000	host001	pref	cpu_idle	53.70	cpu_percent
1782853200000	host001	pref	cpu_usage	34.95	cpu_percent
1782853200000	host001	pref	mem_used	108430	mem_metric
1782853200000	host001	pref	mem_free	88329	mem_metric
1782853200000	host001	pref	mem_buff	121093	mem_metric
1782853200000	host001	pref	mem_cache	104676	mem_metric
1782853200000	host001	pref	mem_swap	129592	mem_metric
1782853200000	host001	pref	net_in	371.90	net_speed_mb
1782853200000	host001	pref	net_out	801.16	net_speed_mb
1782853200000	host001	pref	net_pktin	65852	net_packets
1782853200000	host001	pref	net_pktout	50511	net_packets
1782853200000	host001	pref	load1	17.98	load_average
1782853200000	host001	pref	load5	0.08	load_average
1782853200000	host001	pref	load15	28.38	load_average
1782853200000	host001	pref	proc_run	172	proc_count
1782853200000	host001	pref	proc_block	34	proc_count
1782853200000	host001	pref	proc_total	435	proc_count
1782856800000	host001	pref	cpu_user	36.74	cpu_percent
1782856800000	host001	pref	cpu_sys	45.83	cpu_percent
1782856800000	host001	pref	cpu_wait	31.86	cpu_percent
1782856800000	host001	pref	cpu_idle	55.92	cpu_percent
1782856800000	host001	pref	cpu_usage	36.83	cpu_percent
1782856800000	host001	pref	mem_used	84798	mem_metric
1782856800000	host001	pref	mem_free	34506	mem_metric
1782856800000	host001	pref	mem_buff	124315	mem_metric
1782856800000	host001	pref	mem_cache	79884	mem_metric
1782856800000	host001	pref	mem_swap	35622	mem_metric
1782856800000	host001	pref	net_in	214.91	net_speed_mb
1782856800000	host001	pref	net_out	414.29	net_speed_mb
1782856800000	host001	pref	net_pktin	29385	net_packets
1782856800000	host001	pref	net_pktout	21706	net_packets
1782856800000	host001	pref	load1	14.95	load_average
1782856800000	host001	pref	load5	11.77	load_average
1782856800000	host001	pref	load15	3.44	load_average
1782856800000	host001	pref	proc_run	492	proc_count
1782856800000	host001	pref	proc_block	222	proc_count
1782856800000	host001	pref	proc_total	181	proc_count
1782860400000	host001	pref	cpu_user	9.64	cpu_percent
1782860400000	host001	pref	cpu_sys	12.57	cpu_percent
1782860400000	host001	pref	cpu_wait	12.66	cpu_percent
1782860400000	host001	pref	cpu_idle	23.17	cpu_percent
1782860400000	host001	pref	cpu_usage	26.89	cpu_percent
1782860400000	host001	pref	mem_used	12529	mem_metric
1782860400000	host001	pref	mem_free	129564	mem_metric
1782860400000	host001	pref	mem_buff	90808	mem_metric
1782860400000	host001	pref	mem_cache	67884	mem_metric
1782860400000	host001	pref	mem_swap	57554	mem_metric
1782860400000	host001	pref	net_in	443.13	net_speed_mb
1782860400000	host001	pref	net_out	455.97	net_speed_mb
1782860400000	host001	pref	net_pktin	13074	net_packets
1782860400000	host001	pref	net_pktout	48320	net_packets
1782860400000	host001	pref	load1	4.40	load_average
1782860400000	host001	pref	load5	7.99	load_average
1782860400000	host001	pref	load15	2.66	load_average
1782860400000	host001	pref	proc_run	294	proc_count
1782860400000	host001	pref	proc_block	47	proc_count
1782860400000	host001	pref	proc_total	292	proc_count
1782864000000	host001	pref	cpu_user	48.55	cpu_percent
1782864000000	host001	pref	cpu_sys	17.38	cpu_percent
1782864000000	host001	pref	cpu_wait	47.20	cpu_percent
1782864000000	host001	pref	cpu_idle	21.63	cpu_percent
1782864000000	host001	pref	cpu_usage	30.52	cpu_percent
1782864000000	host001	pref	mem_used	50053	mem_metric
1782864000000	host001	pref	mem_free	83251	mem_metric
1782864000000	host001	pref	mem_buff	14299	mem_metric
1782864000000	host001	pref	mem_cache	31882	mem_metric
1782864000000	host001	pref	mem_swap	30357	mem_metric
1782864000000	host001	pref	net_in	316.67	net_speed_mb
1782864000000	host001	pref	net_out	852.23	net_speed_mb
1782864000000	host001	pref	net_pktin	41878	net_packets
1782864000000	host001	pref	net_pktout	6509	net_packets
1782864000000	host001	pref	load1	17.39	load_average
1782864000000	host001	pref	load5	20.03	load_average
1782864000000	host001	pref	load15	31.64	load_average
1782864000000	host001	pref	proc_run	467	proc_count
1782864000000	host001	pref	proc_block	95	proc_count
1782864000000	host001	pref	proc_total	426	proc_count
1782867600000	host001	pref	cpu_user	9.29	cpu_percent
1782867600000	host001	pref	cpu_sys	28.13	cpu_percent
1782867600000	host001	pref	cpu_wait	43.40	cpu_percent
1782867600000	host001	pref	cpu_idle	55.68	cpu_percent
1782867600000	host001	pref	cpu_usage	36.75	cpu_percent
1782867600000	host001	pref	mem_used	94113	mem_metric
1782867600000	host001	pref	mem_free	27869	mem_metric
1782867600000	host001	pref	mem_buff	25425	mem_metric
1782867600000	host001	pref	mem_cache	112986	mem_metric
1782867600000	host001	pref	mem_swap	65245	mem_metric
1782867600000	host001	pref	net_in	671.65	net_speed_mb
1782867600000	host001	pref	net_out	691.87	net_speed_mb
1782867600000	host001	pref	net_pktin	6241	net_packets
1782867600000	host001	pref	net_pktout	36588	net_packets
1782867600000	host001	pref	load1	4.13	load_average
1782867600000	host001	pref	load5	6.55	load_average
1782867600000	host001	pref	load15	3.07	load_average
1782867600000	host001	pref	proc_run	205	proc_count
1782867600000	host001	pref	proc_block	20	proc_count
1782867600000	host001	pref	proc_total	471	proc_count
1782871200000	host001	pref	cpu_user	49.09	cpu_percent
1782871200000	host001	pref	cpu_sys	40.02	cpu_percent
1782871200000	host001	pref	cpu_wait	30.78	cpu_percent
1782871200000	host001	pref	cpu_idle	25.81	cpu_percent
1782871200000	host001	pref	cpu_usage	66.76	cpu_percent
1782871200000	host001	pref	mem_used	6688	mem_metric
1782871200000	host001	pref	mem_free	6025	mem_metric
1782871200000	host001	pref	mem_buff	48685	mem_metric
1782871200000	host001	pref	mem_cache	20829	mem_metric
1782871200000	host001	pref	mem_swap	17658	mem_metric
1782871200000	host001	pref	net_in	603.18	net_speed_mb
1782871200000	host001	pref	net_out	528.79	net_speed_mb
1782871200000	host001	pref	net_pktin	45819	net_packets
1782871200000	host001	pref	net_pktout	60178	net_packets
1782871200000	host001	pref	load1	28.81	load_average
1782871200000	host001	pref	load5	20.94	load_average
1782871200000	host001	pref	load15	26.67	load_average
1782871200000	host001	pref	proc_run	151	proc_count
1782871200000	host001	pref	proc_block	297	proc_count
1782871200000	host001	pref	proc_total	425	proc_count
1782874800000	host001	pref	cpu_user	38.33	cpu_percent
1782874800000	host001	pref	cpu_sys	18.09	cpu_percent
1782874800000	host001	pref	cpu_wait	29.93	cpu_percent
1782874800000	host001	pref	cpu_idle	45.03	cpu_percent
1782874800000	host001	pref	cpu_usage	14.95	cpu_percent
1782874800000	host001	pref	mem_used	3507	mem_metric
1782874800000	host001	pref	mem_free	93205	mem_metric
1782874800000	host001	pref	mem_buff	24641	mem_metric
1782874800000	host001	pref	mem_cache	47075	mem_metric
1782874800000	host001	pref	mem_swap	81819	mem_metric
1782874800000	host001	pref	net_in	620.47	net_speed_mb
1782874800000	host001	pref	net_out	95.77	net_speed_mb
1782874800000	host001	pref	net_pktin	14819	net_packets
1782874800000	host001	pref	net_pktout	38001	net_packets
1782874800000	host001	pref	load1	6.91	load_average
1782874800000	host001	pref	load5	28.92	load_average
1782874800000	host001	pref	load15	16.13	load_average
1782874800000	host001	pref	proc_run	99	proc_count
1782874800000	host001	pref	proc_block	22	proc_count
1782874800000	host001	pref	proc_total	159	proc_count
1782878400000	host001	pref	cpu_user	47.11	cpu_percent
1782878400000	host001	pref	cpu_sys	0.31	cpu_percent
1782878400000	host001	pref	cpu_wait	24.20	cpu_percent
1782878400000	host001	pref	cpu_idle	74.87	cpu_percent
1782878400000	host001	pref	cpu_usage	60.65	cpu_percent
1782878400000	host001	pref	mem_used	49033	mem_metric
1782878400000	host001	pref	mem_free	17211	mem_metric
1782878400000	host001	pref	mem_buff	29968	mem_metric
1782878400000	host001	pref	mem_cache	6286	mem_metric
1782878400000	host001	pref	mem_swap	57136	mem_metric
1782878400000	host001	pref	net_in	76.90	net_speed_mb
1782878400000	host001	pref	net_out	595.38	net_speed_mb
1782878400000	host001	pref	net_pktin	20072	net_packets
1782878400000	host001	pref	net_pktout	18341	net_packets
1782878400000	host001	pref	load1	3.49	load_average
1782878400000	host001	pref	load5	17.60	load_average
1782878400000	host001	pref	load15	14.59	load_average
1782878400000	host001	pref	proc_run	173	proc_count
1782878400000	host001	pref	proc_block	411	proc_count
1782878400000	host001	pref	proc_total	479	proc_count
1782882000000	host001	pref	cpu_user	10.06	cpu_percent
1782882000000	host001	pref	cpu_sys	23.00	cpu_percent
1782882000000	host001	pref	cpu_wait	14.13	cpu_percent
1782882000000	host001	pref	cpu_idle	53.53	cpu_percent
1782882000000	host001	pref	cpu_usage	77.48	cpu_percent
1782882000000	host001	pref	mem_used	21339	mem_metric
1782882000000	host001	pref	mem_free	6755	mem_metric
1782882000000	host001	pref	mem_buff	38172	mem_metric
1782882000000	host001	pref	mem_cache	33245	mem_metric
1782882000000	host001	pref	mem_swap	11861	mem_metric
1782882000000	host001	pref	net_in	609.63	net_speed_mb
1782882000000	host001	pref	net_out	443.53	net_speed_mb
1782882000000	host001	pref	net_pktin	32625	net_packets
1782882000000	host001	pref	net_pktout	11401	net_packets
1782882000000	host001	pref	load1	5.76	load_average
1782882000000	host001	pref	load5	13.61	load_average
1782882000000	host001	pref	load15	11.25	load_average
1782882000000	host001	pref	proc_run	438	proc_count
1782882000000	host001	pref	proc_block	22	proc_count
1782882000000	host001	pref	proc_total	89	proc_count
1782885600000	host001	pref	cpu_user	11.08	cpu_percent
1782885600000	host001	pref	cpu_sys	20.09	cpu_percent
1782885600000	host001	pref	cpu_wait	45.22	cpu_percent
1782885600000	host001	pref	cpu_idle	92.60	cpu_percent
1782885600000	host001	pref	cpu_usage	30.48	cpu_percent
1782885600000	host001	pref	mem_used	3929	mem_metric
1782885600000	host001	pref	mem_free	55880	mem_metric
1782885600000	host001	pref	mem_buff	101010	mem_metric
1782885600000	host001	pref	mem_cache	20100	mem_metric
1782885600000	host001	pref	mem_swap	33863	mem_metric
1782885600000	host001	pref	net_in	453.74	net_speed_mb
1782885600000	host001	pref	net_out	331.82	net_speed_mb
1782885600000	host001	pref	net_pktin	19633	net_packets
1782885600000	host001	pref	net_pktout	55179	net_packets
1782885600000	host001	pref	load1	14.63	load_average
1782885600000	host001	pref	load5	4.45	load_average
1782885600000	host001	pref	load15	1.74	load_average
1782885600000	host001	pref	proc_run	123	proc_count
1782885600000	host001	pref	proc_block	207	proc_count
1782885600000	host001	pref	proc_total	322	proc_count
1782889200000	host001	pref	cpu_user	44.58	cpu_percent
1782889200000	host001	pref	cpu_sys	37.37	cpu_percent
1782889200000	host001	pref	cpu_wait	7.20	cpu_percent
1782889200000	host001	pref	cpu_idle	74.30	cpu_percent
1782889200000	host001	pref	cpu_usage	13.46	cpu_percent
1782889200000	host001	pref	mem_used	2033	mem_metric
1782889200000	host001	pref	mem_free	117581	mem_metric
1782889200000	host001	pref	mem_buff	126874	mem_metric
1782889200000	host001	pref	mem_cache	47717	mem_metric
1782889200000	host001	pref	mem_swap	119437	mem_metric
1782889200000	host001	pref	net_in	748.35	net_speed_mb
1782889200000	host001	pref	net_out	842.00	net_speed_mb
1782889200000	host001	pref	net_pktin	89808	net_packets
1782889200000	host001	pref	net_pktout	57229	net_packets
1782889200000	host001	pref	load1	17.60	load_average
1782889200000	host001	pref	load5	1.34	load_average
1782889200000	host001	pref	load15	18.53	load_average
1782889200000	host001	pref	proc_run	163	proc_count
1782889200000	host001	pref	proc_block	236	proc_count
1782889200000	host001	pref	proc_total	489	proc_count
1782892800000	host001	pref	cpu_user	3.80	cpu_percent
1782892800000	host001	pref	cpu_sys	3.55	cpu_percent
1782892800000	host001	pref	cpu_wait	8.89	cpu_percent
1782892800000	host001	pref	cpu_idle	72.34	cpu_percent
1782892800000	host001	pref	cpu_usage	11.85	cpu_percent
1782892800000	host001	pref	mem_used	51233	mem_metric
1782892800000	host001	pref	mem_free	60483	mem_metric
1782892800000	host001	pref	mem_buff	114991	mem_metric
1782892800000	host001	pref	mem_cache	91221	mem_metric
1782892800000	host001	pref	mem_swap	79513	mem_metric
1782892800000	host001	pref	net_in	202.69	net_speed_mb
1782892800000	host001	pref	net_out	180.31	net_speed_mb
1782892800000	host001	pref	net_pktin	31578	net_packets
1782892800000	host001	pref	net_pktout	47838	net_packets
1782892800000	host001	pref	load1	25.58	load_average
1782892800000	host001	pref	load5	6.01	load_average
1782892800000	host001	pref	load15	25.71	load_average
1782892800000	host001	pref	proc_run	389	proc_count
1782892800000	host001	pref	proc_block	356	proc_count
1782892800000	host001	pref	proc_total	470	proc_count
1782896400000	host001	pref	cpu_user	11.57	cpu_percent
1782896400000	host001	pref	cpu_sys	31.48	cpu_percent
1782896400000	host001	pref	cpu_wait	18.53	cpu_percent
1782896400000	host001	pref	cpu_idle	59.73	cpu_percent
1782896400000	host001	pref	cpu_usage	60.06	cpu_percent
1782896400000	host001	pref	mem_used	92887	mem_metric
1782896400000	host001	pref	mem_free	42924	mem_metric
1782896400000	host001	pref	mem_buff	127943	mem_metric
1782896400000	host001	pref	mem_cache	11758	mem_metric
1782896400000	host001	pref	mem_swap	115171	mem_metric
1782896400000	host001	pref	net_in	870.64	net_speed_mb
1782896400000	host001	pref	net_out	330.91	net_speed_mb
1782896400000	host001	pref	net_pktin	7348	net_packets
1782896400000	host001	pref	net_pktout	57981	net_packets
1782896400000	host001	pref	load1	18.62	load_average
1782896400000	host001	pref	load5	6.04	load_average
1782896400000	host001	pref	load15	27.54	load_average
1782896400000	host001	pref	proc_run	361	proc_count
1782896400000	host001	pref	proc_block	270	proc_count
1782896400000	host001	pref	proc_total	116	proc_count
1782900000000	host001	pref	cpu_user	1.60	cpu_percent
1782900000000	host001	pref	cpu_sys	13.57	cpu_percent
1782900000000	host001	pref	cpu_wait	19.80	cpu_percent
1782900000000	host001	pref	cpu_idle	39.88	cpu_percent
1782900000000	host001	pref	cpu_usage	61.24	cpu_percent
1782900000000	host001	pref	mem_used	103800	mem_metric
1782900000000	host001	pref	mem_free	44845	mem_metric
1782900000000	host001	pref	mem_buff	83347	mem_metric
1782900000000	host001	pref	mem_cache	122770	mem_metric
1782900000000	host001	pref	mem_swap	90691	mem_metric
1782900000000	host001	pref	net_in	330.98	net_speed_mb
1782900000000	host001	pref	net_out	110.46	net_speed_mb
1782900000000	host001	pref	net_pktin	3217	net_packets
1782900000000	host001	pref	net_pktout	18701	net_packets
1782900000000	host001	pref	load1	23.07	load_average
1782900000000	host001	pref	load5	9.75	load_average
1782900000000	host001	pref	load15	27.40	load_average
1782900000000	host001	pref	proc_run	334	proc_count
1782900000000	host001	pref	proc_block	463	proc_count
1782900000000	host001	pref	proc_total	33	proc_count
1782903600000	host001	pref	cpu_user	16.15	cpu_percent
1782903600000	host001	pref	cpu_sys	15.24	cpu_percent
1782903600000	host001	pref	cpu_wait	25.22	cpu_percent
1782903600000	host001	pref	cpu_idle	78.43	cpu_percent
1782903600000	host001	pref	cpu_usage	12.39	cpu_percent
1782903600000	host001	pref	mem_used	80557	mem_metric
1782903600000	host001	pref	mem_free	30037	mem_metric
1782903600000	host001	pref	mem_buff	25975	mem_metric
1782903600000	host001	pref	mem_cache	38305	mem_metric
1782903600000	host001	pref	mem_swap	52319	mem_metric
1782903600000	host001	pref	net_in	774.71	net_speed_mb
1782903600000	host001	pref	net_out	723.43	net_speed_mb
1782903600000	host001	pref	net_pktin	29395	net_packets
1782903600000	host001	pref	net_pktout	54610	net_packets
1782903600000	host001	pref	load1	6.51	load_average
1782903600000	host001	pref	load5	7.63	load_average
1782903600000	host001	pref	load15	10.11	load_average
1782903600000	host001	pref	proc_run	362	proc_count
1782903600000	host001	pref	proc_block	395	proc_count
1782903600000	host001	pref	proc_total	188	proc_count
1782907200000	host001	pref	cpu_user	35.00	cpu_percent
1782907200000	host001	pref	cpu_sys	9.68	cpu_percent
1782907200000	host001	pref	cpu_wait	35.03	cpu_percent
1782907200000	host001	pref	cpu_idle	23.97	cpu_percent
1782907200000	host001	pref	cpu_usage	48.32	cpu_percent
1782907200000	host001	pref	mem_used	71836	mem_metric
1782907200000	host001	pref	mem_free	118950	mem_metric
1782907200000	host001	pref	mem_buff	37961	mem_metric
1782907200000	host001	pref	mem_cache	16689	mem_metric
1782907200000	host001	pref	mem_swap	54189	mem_metric
1782907200000	host001	pref	net_in	771.09	net_speed_mb
1782907200000	host001	pref	net_out	263.62	net_speed_mb
1782907200000	host001	pref	net_pktin	59092	net_packets
1782907200000	host001	pref	net_pktout	58847	net_packets
1782907200000	host001	pref	load1	1.07	load_average
1782907200000	host001	pref	load5	20.70	load_average
1782907200000	host001	pref	load15	3.08	load_average
1782907200000	host001	pref	proc_run	236	proc_count
1782907200000	host001	pref	proc_block	5	proc_count
1782907200000	host001	pref	proc_total	424	proc_count
1782910800000	host001	pref	cpu_user	48.33	cpu_percent
1782910800000	host001	pref	cpu_sys	13.48	cpu_percent
1782910800000	host001	pref	cpu_wait	3.07	cpu_percent
1782910800000	host001	pref	cpu_idle	81.42	cpu_percent
1782910800000	host001	pref	cpu_usage	30.58	cpu_percent
1782910800000	host001	pref	mem_used	92783	mem_metric
1782910800000	host001	pref	mem_free	115557	mem_metric
1782910800000	host001	pref	mem_buff	82603	mem_metric
1782910800000	host001	pref	mem_cache	23256	mem_metric
1782910800000	host001	pref	mem_swap	73349	mem_metric
1782910800000	host001	pref	net_in	898.53	net_speed_mb
1782910800000	host001	pref	net_out	834.69	net_speed_mb
1782910800000	host001	pref	net_pktin	29356	net_packets
1782910800000	host001	pref	net_pktout	27809	net_packets
1782910800000	host001	pref	load1	29.45	load_average
1782910800000	host001	pref	load5	20.09	load_average
1782910800000	host001	pref	load15	18.10	load_average
1782910800000	host001	pref	proc_run	240	proc_count
1782910800000	host001	pref	proc_block	47	proc_count
1782910800000	host001	pref	proc_total	229	proc_count
1782914400000	host001	pref	cpu_user	32.10	cpu_percent
1782914400000	host001	pref	cpu_sys	42.34	cpu_percent
1782914400000	host001	pref	cpu_wait	18.71	cpu_percent
1782914400000	host001	pref	cpu_idle	59.69	cpu_percent
1782914400000	host001	pref	cpu_usage	39.05	cpu_percent
1782914400000	host001	pref	mem_used	80339	mem_metric
1782914400000	host001	pref	mem_free	59278	mem_metric
1782914400000	host001	pref	mem_buff	50172	mem_metric
1782914400000	host001	pref	mem_cache	5848	mem_metric
1782914400000	host001	pref	mem_swap	47502	mem_metric
1782914400000	host001	pref	net_in	604.35	net_speed_mb
1782914400000	host001	pref	net_out	493.63	net_speed_mb
1782914400000	host001	pref	net_pktin	96927	net_packets
1782914400000	host001	pref	net_pktout	31031	net_packets
1782914400000	host001	pref	load1	30.97	load_average
1782914400000	host001	pref	load5	24.78	load_average
1782914400000	host001	pref	load15	7.65	load_average
1782914400000	host001	pref	proc_run	390	proc_count
1782914400000	host001	pref	proc_block	359	proc_count
1782914400000	host001	pref	proc_total	35	proc_count
1782918000000	host001	pref	cpu_user	49.05	cpu_percent
1782918000000	host001	pref	cpu_sys	34.28	cpu_percent
1782918000000	host001	pref	cpu_wait	36.06	cpu_percent
1782918000000	host001	pref	cpu_idle	86.94	cpu_percent
1782918000000	host001	pref	cpu_usage	49.22	cpu_percent
1782918000000	host001	pref	mem_used	102532	mem_metric
1782918000000	host001	pref	mem_free	50624	mem_metric
1782918000000	host001	pref	mem_buff	80529	mem_metric
1782918000000	host001	pref	mem_cache	101828	mem_metric
1782918000000	host001	pref	mem_swap	72877	mem_metric
1782918000000	host001	pref	net_in	189.29	net_speed_mb
1782918000000	host001	pref	net_out	717.50	net_speed_mb
1782918000000	host001	pref	net_pktin	9651	net_packets
1782918000000	host001	pref	net_pktout	63979	net_packets
1782918000000	host001	pref	load1	18.85	load_average
1782918000000	host001	pref	load5	31.84	load_average
1782918000000	host001	pref	load15	12.03	load_average
1782918000000	host001	pref	proc_run	329	proc_count
1782918000000	host001	pref	proc_block	255	proc_count
1782918000000	host001	pref	proc_total	14	proc_count
1782921600000	host001	pref	cpu_user	25.96	cpu_percent
1782921600000	host001	pref	cpu_sys	35.67	cpu_percent
1782921600000	host001	pref	cpu_wait	12.89	cpu_percent
1782921600000	host001	pref	cpu_idle	42.50	cpu_percent
1782921600000	host001	pref	cpu_usage	33.93	cpu_percent
1782921600000	host001	pref	mem_used	93325	mem_metric
1782921600000	host001	pref	mem_free	95051	mem_metric
1782921600000	host001	pref	mem_buff	106069	mem_metric
1782921600000	host001	pref	mem_cache	83531	mem_metric
1782921600000	host001	pref	mem_swap	39823	mem_metric
1782921600000	host001	pref	net_in	928.08	net_speed_mb
1782921600000	host001	pref	net_out	870.13	net_speed_mb
1782921600000	host001	pref	net_pktin	19561	net_packets
1782921600000	host001	pref	net_pktout	96999	net_packets
1782921600000	host001	pref	load1	10.70	load_average
1782921600000	host001	pref	load5	6.49	load_average
1782921600000	host001	pref	load15	26.91	load_average
1782921600000	host001	pref	proc_run	239	proc_count
1782921600000	host001	pref	proc_block	10	proc_count
1782921600000	host001	pref	proc_total	339	proc_count
1782925200000	host001	pref	cpu_user	24.87	cpu_percent
1782925200000	host001	pref	cpu_sys	47.02	cpu_percent
1782925200000	host001	pref	cpu_wait	19.11	cpu_percent
1782925200000	host001	pref	cpu_idle	47.65	cpu_percent
1782925200000	host001	pref	cpu_usage	48.24	cpu_percent
1782925200000	host001	pref	mem_used	52398	mem_metric
1782925200000	host001	pref	mem_free	24607	mem_metric
1782925200000	host001	pref	mem_buff	114971	mem_metric
1782925200000	host001	pref	mem_cache	2642	mem_metric
1782925200000	host001	pref	mem_swap	62493	mem_metric
1782925200000	host001	pref	net_in	538.03	net_speed_mb
1782925200000	host001	pref	net_out	648.07	net_speed_mb
1782925200000	host001	pref	net_pktin	55755	net_packets
1782925200000	host001	pref	net_pktout	19294	net_packets
1782925200000	host001	pref	load1	20.89	load_average
1782925200000	host001	pref	load5	23.08	load_average
1782925200000	host001	pref	load15	14.41	load_average
1782925200000	host001	pref	proc_run	297	proc_count
1782925200000	host001	pref	proc_block	338	proc_count
1782925200000	host001	pref	proc_total	419	proc_count
1782928800000	host001	pref	cpu_user	8.01	cpu_percent
1782928800000	host001	pref	cpu_sys	1.30	cpu_percent
1782928800000	host001	pref	cpu_wait	6.43	cpu_percent
1782928800000	host001	pref	cpu_idle	89.92	cpu_percent
1782928800000	host001	pref	cpu_usage	52.37	cpu_percent
